height,weight,label 
169,55,normal
187,41,thin
193,43,thin
129,51,fat
162,39,thin
168,68,normal
148,78,fat
175,79,fat
123,97,fat
133,37,normal
125,58,fat
183,81,normal
179,43,thin
154,93,fat
170,86,fat
189,67,normal
200,98,normal
154,81,fat
164,74,fat
168,70,normal
191,44,thin
177,39,thin
147,35,thin
158,59,normal
169,79,fat
156,65,fat
177,67,normal
163,80,fat
170,89,fat
130,60,fat
120,69,fat
143,96,fat
184,40,thin
198,82,normal
168,77,fat
152,58,fat
162,58,normal
170,96,fat
133,58,fat
179,76,normal
197,59,thin
158,63,fat
179,73,normal
194,96,fat
158,36,thin
140,49,fat
190,97,fat
141,74,fat
148,97,fat
176,59,normal
200,70,thin
141,97,fat
183,46,thin
147,77,fat
186,69,normal
163,95,fat
157,90,fat
193,35,thin
171,79,fat
141,67,fat
176,79,fat
200,48,thin
169,68,normal
154,59,normal
124,98,fat
170,97,fat
125,94,fat
171,54,thin
177,90,fat
190,37,thin
136,86,fat
179,96,fat
187,60,thin
173,94,fat
127,76,fat
164,51,normal
145,78,fat
186,67,normal
141,90,fat
172,39,thin
122,41,fat
180,81,fat
170,72,normal
161,91,fat
190,75,normal
132,47,fat
192,93,fat
153,54,normal
133,51,fat
136,84,fat
176,54,thin
196,90,normal
134,95,fat
170,95,fat
129,55,fat
170,35,thin
136,52,fat
132,59,fat
121,41,fat
195,85,normal
174,90,fat
193,62,thin
136,38,normal
162,87,fat
200,70,thin
145,99,fat
151,63,fat
163,44,thin
178,43,thin
156,88,fat
170,48,thin
144,98,fat
146,42,normal
156,54,normal
170,93,fat
197,75,normal
193,42,thin
148,79,fat
145,63,fat
174,67,normal
173,75,fat
143,94,fat
179,87,fat
145,98,fat
177,80,fat
163,96,fat
167,93,fat
191,52,thin
120,68,fat
182,72,normal
157,49,normal
169,37,thin
184,50,thin
183,63,normal
171,93,fat
160,59,normal
153,63,fat
169,40,thin
159,81,fat
147,35,thin
188,72,normal
151,61,fat
158,39,thin
173,90,fat
132,97,fat
185,39,thin
133,39,normal
170,56,normal
158,36,thin
165,70,fat
200,95,normal
134,100,fat
148,93,fat
148,40,thin
174,98,fat
192,39,thin
142,93,fat
166,77,fat
164,49,thin
196,45,thin
150,46,normal
198,87,normal
148,88,fat
143,58,fat
148,92,fat
139,41,normal
149,83,fat
198,58,thin
132,60,fat
138,58,fat
161,43,thin
165,70,fat
168,92,fat
122,48,fat
162,41,thin
126,39,normal
138,65,fat
149,100,fat
144,65,fat
192,83,normal
171,65,normal
193,46,thin
190,74,normal
161,62,normal
193,66,thin
142,70,fat
165,38,thin
169,58,normal
172,49,thin
164,42,thin
178,70,normal
125,96,fat
180,96,fat
180,58,thin
155,62,fat
163,92,fat
136,69,fat
157,62,fat
168,85,fat
192,55,thin
175,93,fat
195,97,fat
195,97,fat
158,64,fat
199,37,thin
176,71,normal
146,58,fat
188,72,normal
189,85,normal
197,97,normal
148,79,fat
120,43,fat
146,63,fat
173,100,fat
167,75,fat
155,42,thin
146,81,fat
187,57,thin
143,56,fat
170,94,fat
170,98,fat
133,84,fat
158,45,thin
159,65,fat
159,97,fat
158,92,fat
186,100,fat
127,89,fat
120,62,fat
156,55,normal
168,99,fat
190,100,fat
200,100,fat
152,49,normal
122,42,fat
184,92,fat
161,87,fat
176,43,thin
136,90,fat
193,73,normal
135,100,fat
126,50,fat
134,53,fat
127,57,fat
162,92,fat
171,96,fat
181,37,thin
194,98,fat
172,44,thin
194,98,fat
148,99,fat
130,93,fat
150,45,normal
130,76,fat
156,45,thin
198,40,thin
144,82,fat
128,61,fat
123,43,fat
180,75,normal
122,44,fat
124,77,fat
152,89,fat
183,48,thin
140,56,fat
137,99,fat
139,55,fat
156,84,fat
163,45,thin
160,58,normal
159,62,normal
160,86,fat
168,69,normal
155,73,fat
173,97,fat
145,88,fat
168,53,normal
155,77,fat
162,86,fat
139,58,fat
125,91,fat
158,46,thin
120,59,fat
143,72,fat
151,54,normal
133,84,fat
153,53,normal
138,45,normal
124,37,normal
187,56,thin
159,76,fat
154,93,fat
169,83,fat
156,74,fat
185,89,fat
178,87,fat
184,60,thin
178,80,fat
152,76,fat
137,42,normal
160,71,fat
157,41,thin
186,87,fat
166,49,thin
151,85,fat
146,40,normal
155,86,fat
150,60,fat
146,56,fat
171,56,normal
121,65,fat
159,40,thin
139,96,fat
166,37,thin
161,42,thin
198,82,normal
140,55,fat
187,96,fat
156,52,normal
183,53,thin
134,50,fat
197,48,thin
148,100,fat
171,76,fat
158,65,fat
124,74,fat
190,49,thin
191,94,fat
165,72,fat
151,61,fat
194,98,fat
190,65,thin
196,48,thin
156,73,fat
142,82,fat
149,56,fat
124,92,fat
156,65,fat
166,84,fat
142,68,fat
129,62,fat
182,52,thin
137,86,fat
200,77,normal
155,89,fat
137,40,normal
127,55,fat
168,42,thin
165,70,fat
142,57,fat
192,97,fat
148,75,fat
170,69,normal
148,74,fat
143,81,fat
179,64,normal
138,51,fat
143,66,fat
174,36,thin
180,36,thin
147,56,fat
151,59,fat
129,53,fat
168,39,thin
125,70,fat
191,40,thin
172,36,thin
193,43,thin
192,57,thin
140,87,fat
122,80,fat
139,70,fat
154,69,fat
160,40,thin
126,37,normal
189,89,normal
169,98,fat
186,52,thin
148,96,fat
141,61,fat
124,98,fat
173,93,fat
153,47,normal
145,72,fat
178,73,normal
188,58,thin
151,92,fat
128,38,normal
165,39,thin
200,53,thin
170,67,normal
191,72,normal
186,56,thin
185,87,fat
162,98,fat
174,97,fat
193,56,thin
164,58,normal
127,52,fat
153,47,normal
151,53,normal
145,42,normal
135,80,fat
194,65,thin
138,87,fat
178,37,thin
159,51,normal
186,56,thin
121,72,fat
138,85,fat
136,66,fat
153,93,fat
193,57,thin
191,77,normal
183,88,fat
189,57,thin
140,37,normal
121,43,fat
188,71,normal
148,99,fat
149,35,thin
190,84,normal
148,81,fat
200,59,thin
168,47,thin
177,69,normal
163,81,fat
197,94,normal
163,68,fat
153,79,fat
161,49,normal
129,36,normal
196,91,normal
172,46,thin
200,92,normal
172,92,fat
139,83,fat
169,49,thin
183,91,fat
184,38,thin
136,86,fat
151,55,normal
149,89,fat
196,80,normal
180,76,normal
151,62,fat
136,83,fat
169,84,fat
192,41,thin
182,57,thin
176,81,fat
194,65,thin
194,60,thin
171,82,fat
151,85,fat
169,45,thin
169,65,normal
140,85,fat
150,55,normal
200,49,thin
144,76,fat
151,38,thin
158,63,fat
190,60,thin
145,79,fat
151,71,fat
156,60,normal
152,74,fat
161,64,normal
164,61,normal
186,97,fat
179,77,normal
186,52,thin
129,73,fat
154,91,fat
134,86,fat
154,86,fat
196,87,normal
168,49,thin
194,93,normal
190,59,thin
144,53,fat
171,59,normal
171,58,normal
186,42,thin
140,37,normal
172,64,normal
161,67,fat
150,63,fat
168,82,fat
140,90,fat
171,54,thin
139,52,fat
196,83,normal
125,37,normal
137,94,fat
166,50,thin
152,45,normal
121,38,fat
181,56,thin
140,99,fat
190,40,thin
133,48,fat
132,97,fat
121,42,fat
168,83,fat
198,89,normal
161,61,normal
200,75,normal
168,91,fat
159,73,fat
121,35,normal
125,59,fat
192,88,normal
160,89,fat
161,37,thin
152,77,fat
148,72,fat
183,85,fat
178,86,fat
132,70,fat
154,96,fat
131,88,fat
199,50,thin
137,65,fat
122,43,fat
142,77,fat
145,75,fat
126,39,normal
143,71,fat
158,43,thin
192,56,thin
193,69,normal
169,53,normal
151,100,fat
163,74,fat
133,85,fat
160,46,thin
137,76,fat
148,70,fat
169,49,thin
185,45,thin
159,64,fat
152,100,fat
188,82,normal
132,82,fat
130,57,fat
193,83,normal
182,77,normal
158,77,fat
199,99,normal
132,70,fat
189,60,thin
137,53,fat
189,72,normal
197,84,normal
186,59,thin
175,54,thin
160,71,fat
135,50,fat
130,77,fat
168,84,fat
121,59,fat
155,60,normal
161,63,normal
132,60,fat
177,59,normal
173,40,thin
148,86,fat
170,91,fat
120,78,fat
176,43,thin
147,74,fat
159,91,fat
162,97,fat
191,74,normal
137,53,fat
121,90,fat
148,70,fat
192,36,thin
154,92,fat
172,70,normal
174,72,normal
133,64,fat
171,52,thin
192,96,fat
153,39,thin
134,81,fat
123,52,fat
140,68,fat
132,61,fat
178,83,fat
143,36,thin
141,90,fat
133,46,fat
149,59,fat
157,63,fat
167,76,fat
123,91,fat
187,96,fat
178,66,normal
193,97,fat
196,50,thin
154,64,fat
175,68,normal
130,77,fat
157,46,normal
170,36,thin
146,45,normal
150,97,fat
141,62,fat
183,56,thin
190,78,normal
192,64,thin
200,85,normal
176,71,normal
188,55,thin
146,46,normal
143,91,fat
145,97,fat
138,69,fat
133,66,fat
162,92,fat
171,89,fat
120,40,fat
170,60,normal
136,35,normal
185,88,fat
173,98,fat
198,95,normal
153,83,fat
181,75,normal
151,39,thin
126,62,fat
198,67,thin
190,95,fat
169,92,fat
176,51,thin
135,96,fat
125,71,fat
164,46,thin
133,45,fat
143,86,fat
168,88,fat
131,42,normal
148,90,fat
167,54,normal
164,45,thin
150,89,fat
177,78,normal
158,37,thin
165,40,thin
152,58,fat
155,44,thin
128,90,fat
152,43,normal
199,37,thin
135,51,fat
167,94,fat
148,88,fat
144,81,fat
182,57,thin
199,36,thin
173,68,normal
120,96,fat
176,36,thin
121,69,fat
175,45,thin
169,57,normal
188,49,thin
173,75,fat
126,84,fat
157,56,normal
183,43,thin
197,91,normal
183,96,fat
167,95,fat
138,66,fat
178,50,thin
161,35,thin
188,45,thin
170,82,fat
167,84,fat
165,56,normal
126,56,fat
180,59,thin
165,39,thin
177,45,thin
200,89,normal
172,98,fat
182,72,normal
157,56,normal
156,88,fat
168,97,fat
171,57,normal
161,92,fat
126,67,fat
139,41,normal
152,63,fat
148,36,thin
174,93,fat
148,35,thin
124,58,fat
157,88,fat
136,58,fat
194,90,normal
194,38,thin
163,71,fat
144,98,fat
199,68,thin
190,82,normal
184,87,fat
179,54,thin
179,88,fat
158,86,fat
143,97,fat
124,91,fat
124,76,fat
183,65,normal
185,54,thin
141,70,fat
196,75,normal
129,67,fat
178,46,thin
176,93,fat
154,69,fat
186,81,normal
179,90,fat
197,80,normal
145,76,fat
148,58,fat
142,85,fat
158,52,normal
138,55,fat
179,52,thin
174,50,thin
152,72,fat
147,38,thin
120,36,fat
142,80,fat
198,78,normal
162,82,fat
139,89,fat
159,53,normal
185,49,thin
183,81,normal
151,65,fat
159,73,fat
198,99,fat
135,99,fat
179,66,normal
143,51,normal
136,96,fat
192,47,thin
196,76,normal
159,64,fat
175,92,fat
145,35,thin
176,65,normal
170,62,normal
200,85,normal
143,92,fat
190,47,thin
190,53,thin
179,92,fat
145,88,fat
141,57,fat
190,74,normal
164,35,thin
141,43,normal
121,50,fat
184,52,thin
163,83,fat
147,62,fat
140,53,fat
165,94,fat
165,96,fat
193,81,normal
199,90,normal
142,70,fat
198,50,thin
127,94,fat
188,87,normal
177,53,thin
194,44,thin
163,41,thin
196,98,fat
161,46,thin
122,74,fat
176,83,fat
170,81,fat
127,77,fat
122,57,fat
130,36,normal
159,92,fat
146,93,fat
165,82,fat
184,70,normal
147,64,fat
122,42,fat
157,75,fat
151,67,fat
171,83,fat
172,59,normal
194,54,thin
182,65,normal
147,98,fat
169,85,fat
145,39,normal
176,66,normal
164,38,thin
133,53,fat
133,53,fat
155,46,normal
135,94,fat
168,86,fat
169,96,fat
190,53,thin
190,71,normal
176,65,normal
180,75,normal
158,92,fat
185,67,normal
187,56,thin
190,53,thin
153,62,fat
123,42,fat
188,75,normal
150,52,normal
159,56,normal
170,47,thin
190,58,thin
120,39,fat
183,43,thin
193,46,thin
139,36,normal
191,40,thin
126,37,normal
179,74,normal
192,65,thin
153,50,normal
125,42,fat
167,46,thin
138,77,fat
144,66,fat
196,87,normal
174,85,fat
125,56,fat
121,56,fat
177,90,fat
129,36,normal
193,55,thin
135,95,fat
176,50,thin
157,37,thin
160,68,fat
181,85,fat
120,51,fat
176,73,normal
148,42,normal
157,93,fat
138,43,normal
172,35,thin
157,82,fat
195,82,normal
166,44,thin
149,59,fat
158,48,normal
183,93,fat
161,49,normal
190,77,normal
136,57,fat
162,89,fat
145,38,thin
174,53,thin
169,90,fat
197,96,normal
131,63,fat
123,98,fat
186,58,thin
146,90,fat
143,44,normal
143,82,fat
155,57,normal
157,67,fat
186,90,fat
126,93,fat
182,87,fat
178,44,thin
143,96,fat
193,56,thin
120,75,fat
140,96,fat
146,55,fat
130,42,normal
157,47,normal
183,89,fat
181,97,fat
141,47,normal
144,65,fat
149,95,fat
132,82,fat
194,72,normal
148,53,normal
160,57,normal
161,40,thin
151,49,normal
171,59,normal
153,76,fat
136,51,fat
153,68,fat
156,74,fat
127,88,fat
120,99,fat
133,57,fat
147,39,thin
136,69,fat
196,59,thin
178,75,normal
165,90,fat
139,99,fat
176,83,fat
158,88,fat
150,55,normal
176,76,normal
186,50,thin
177,87,fat
175,64,normal
173,80,fat
179,99,fat
155,73,fat
170,51,thin
133,44,normal
196,83,normal
153,65,fat
170,56,normal
164,91,fat
200,47,thin
176,77,normal
173,91,fat
151,45,normal
145,95,fat
139,39,normal
127,43,fat
171,39,thin
138,87,fat
144,95,fat
158,42,thin
126,49,fat
186,61,thin
141,54,fat
189,99,fat
153,59,fat
179,96,fat
191,91,normal
168,61,normal
189,84,normal
179,84,fat
174,86,fat
151,50,normal
190,77,normal
145,80,fat
200,68,thin
171,56,normal
126,49,fat
181,47,thin
151,49,normal
188,76,normal
157,44,thin
143,55,fat
163,35,thin
182,66,normal
172,77,fat
136,89,fat
186,43,thin
121,97,fat
193,84,normal
153,40,thin
121,81,fat
132,47,fat
167,96,fat
181,94,fat
169,91,fat
161,81,fat
163,67,fat
144,46,normal
146,62,fat
151,97,fat
139,85,fat
141,63,fat
170,61,normal
130,80,fat
173,54,thin
144,89,fat
170,53,thin
163,53,normal
194,44,thin
147,38,thin
129,64,fat
140,91,fat
177,99,fat
174,37,thin
155,72,fat
169,44,thin
179,60,normal
198,54,thin
142,49,normal
190,38,thin
192,78,normal
145,40,normal
173,37,thin
120,80,fat
127,75,fat
192,79,normal
137,54,fat
184,49,thin
131,47,fat
154,83,fat
183,77,normal
133,61,fat
157,96,fat
173,71,normal
159,68,fat
155,68,fat
177,59,normal
137,72,fat
138,64,fat
132,36,normal
141,87,fat
161,82,fat
148,39,thin
166,69,fat
178,37,thin
187,98,fat
147,87,fat
188,67,normal
182,38,thin
148,63,fat
140,44,normal
156,42,thin
142,53,fat
122,93,fat
186,55,thin
121,80,fat
121,37,fat
161,75,fat
146,83,fat
124,47,fat
131,69,fat
161,48,normal
133,63,fat
142,88,fat
182,67,normal
200,36,thin
176,70,normal
194,94,normal
199,49,thin
185,88,fat
146,68,fat
160,58,normal
124,74,fat
198,87,normal
187,41,thin
143,65,fat
130,89,fat
191,53,thin
133,75,fat
179,53,thin
195,39,thin
186,82,normal
199,57,thin
187,64,thin
190,58,thin
188,63,thin
152,88,fat
199,74,normal
150,54,normal
129,86,fat
143,90,fat
143,87,fat
177,87,fat
133,49,fat
133,83,fat
120,42,fat
161,49,normal
185,76,normal
133,96,fat
182,55,thin
156,88,fat
160,95,fat
181,60,thin
123,86,fat
141,55,fat
150,90,fat
153,92,fat
154,70,fat
136,40,normal
198,69,thin
150,100,fat
145,84,fat
134,39,normal
174,61,normal
171,36,thin
136,77,fat
161,55,normal
196,92,normal
137,76,fat
194,47,thin
167,74,fat
142,49,normal
153,62,fat
163,44,thin
163,59,normal
165,38,thin
191,61,thin
200,44,thin
131,37,normal
125,48,fat
158,64,fat
177,99,fat
188,88,normal
166,87,fat
143,49,normal
158,45,thin
132,37,normal
133,35,normal
162,94,fat
191,59,thin
129,64,fat
120,89,fat
135,59,fat
171,53,thin
154,37,thin
126,77,fat
128,82,fat
173,67,normal
153,40,thin
197,40,thin
171,82,fat
172,85,fat
181,57,thin
163,71,fat
187,71,normal
150,44,normal
145,63,fat
136,95,fat
155,47,normal
187,53,thin
140,84,fat
145,74,fat
140,40,normal
159,68,fat
151,57,normal
176,46,thin
162,77,fat
161,43,thin
175,70,normal
141,79,fat
124,83,fat
136,90,fat
179,42,thin
120,89,fat
132,74,fat
136,94,fat
156,89,fat
168,60,normal
183,58,thin
172,48,thin
184,100,fat
188,91,fat
121,92,fat
158,63,fat
179,97,fat
152,90,fat
158,59,normal
125,40,fat
161,87,fat
151,100,fat
167,44,thin
178,54,thin
139,50,fat
142,44,normal
132,82,fat
197,50,thin
199,40,thin
194,52,thin
185,55,thin
150,47,normal
158,66,fat
170,94,fat
162,74,fat
181,35,thin
189,81,normal
149,82,fat
184,49,thin
123,54,fat
128,100,fat
186,73,normal
168,55,normal
200,76,normal
147,87,fat
126,90,fat
132,75,fat
171,76,fat
125,57,fat
150,88,fat
199,88,normal
130,93,fat
151,48,normal
157,61,normal
154,48,normal
173,71,normal
126,59,fat
194,78,normal
158,90,fat
164,94,fat
142,96,fat
184,97,fat
190,35,thin
190,80,normal
136,42,normal
127,44,fat
149,63,fat
152,40,thin
134,61,fat
190,73,normal
147,82,fat
149,70,fat
185,82,normal
183,100,fat
140,74,fat
179,97,fat
164,35,thin
190,59,thin
126,99,fat
194,82,normal
190,49,thin
193,100,fat
176,62,normal
165,94,fat
194,71,normal
198,90,normal
126,95,fat
120,47,fat
133,38,normal
127,92,fat
158,47,normal
164,56,normal
190,59,thin
165,55,normal
133,89,fat
162,42,thin
181,35,thin
156,98,fat
190,57,thin
180,54,thin
157,39,thin
145,97,fat
160,57,normal
128,98,fat
127,36,normal
157,99,fat
158,46,thin
160,72,fat
126,87,fat
127,87,fat
144,78,fat
140,94,fat
198,91,normal
199,67,thin
171,78,fat
133,41,normal
200,45,thin
156,43,thin
195,41,thin
134,48,fat
124,58,fat
135,47,fat
146,50,normal
185,45,thin
142,71,fat
158,74,fat
131,66,fat
162,55,normal
156,88,fat
148,37,thin
183,55,thin
146,99,fat
147,77,fat
130,66,fat
124,71,fat
128,85,fat
184,81,normal
126,73,fat
196,63,thin
150,58,fat
163,70,fat
149,59,fat
166,57,normal
153,49,normal
171,79,fat
184,43,thin
183,83,normal
180,95,fat
140,58,fat
152,80,fat
159,94,fat
174,73,normal
169,54,normal
195,78,normal
162,81,fat
139,43,normal
183,49,thin
153,51,normal
148,91,fat
174,56,thin
196,59,thin
147,87,fat
174,79,fat
145,72,fat
172,37,thin
138,36,normal
123,41,fat
192,98,fat
127,92,fat
192,56,thin
165,92,fat
148,76,fat
198,100,fat
137,81,fat
189,54,thin
174,57,normal
125,54,fat
164,60,normal
163,55,normal
145,97,fat
181,97,fat
142,57,fat
152,62,fat
195,44,thin
187,86,normal
175,81,fat
131,44,fat
194,82,normal
144,36,thin
195,84,normal
130,66,fat
161,91,fat
140,62,fat
189,82,normal
150,97,fat
183,48,thin
187,35,thin
154,99,fat
150,56,normal
171,68,normal
148,38,thin
199,53,thin
128,71,fat
150,89,fat
177,64,normal
130,56,fat
188,92,fat
144,73,fat
194,96,fat
129,94,fat
179,41,thin
121,38,fat
178,39,thin
149,43,normal
141,99,fat
120,49,fat
143,45,normal
143,44,normal
181,81,normal
195,78,normal
157,39,thin
158,74,fat
126,42,fat
190,73,normal
133,81,fat
128,84,fat
164,78,fat
155,88,fat
173,53,thin
197,51,thin
141,49,normal
122,87,fat
153,89,fat
134,58,fat
177,64,normal
160,70,fat
131,87,fat
177,43,thin
163,64,normal
133,55,fat
142,57,fat
125,74,fat
179,81,fat
135,72,fat
160,71,fat
131,85,fat
154,41,thin
168,55,normal
157,73,fat
192,52,thin
153,35,thin
186,43,thin
177,73,normal
194,94,normal
195,49,thin
190,85,normal
143,98,fat
139,63,fat
134,85,fat
132,38,normal
129,85,fat
200,93,normal
143,83,fat
144,83,fat
155,74,fat
168,70,normal
156,41,thin
164,72,fat
142,45,normal
175,35,thin
144,62,fat
185,50,thin
169,77,fat
121,59,fat
181,71,normal
200,72,thin
155,57,normal
139,78,fat
181,66,normal
131,97,fat
189,97,fat
168,39,thin
155,83,fat
200,77,normal
179,90,fat
181,55,thin
144,61,fat
174,39,thin
183,77,normal
130,90,fat
140,86,fat
152,44,normal
165,72,fat
144,60,fat
158,68,fat
123,56,fat
179,84,fat
156,38,thin
177,46,thin
142,37,thin
131,96,fat
182,40,thin
142,50,normal
160,43,thin
194,92,normal
187,51,thin
131,41,normal
199,98,normal
123,47,fat
148,95,fat
125,88,fat
144,54,fat
195,57,thin
160,54,normal
139,57,fat
125,40,fat
160,66,fat
160,55,normal
174,37,thin
183,66,normal
189,79,normal
154,37,thin
180,59,thin
155,61,fat
148,54,normal
145,61,fat
147,36,thin
163,62,normal
148,44,normal
184,90,fat
192,52,thin
155,96,fat
184,72,normal
176,63,normal
184,62,thin
181,90,fat
199,98,normal
183,50,thin
197,84,normal
187,76,normal
196,54,thin
129,92,fat
161,39,thin
184,63,normal
198,91,normal
131,98,fat
145,35,thin
126,44,fat
165,66,normal
158,96,fat
153,99,fat
153,68,fat
136,100,fat
135,35,normal
189,81,normal
182,75,normal
143,85,fat
173,92,fat
130,45,fat
152,94,fat
191,41,thin
190,61,thin
161,82,fat
130,58,fat
132,59,fat
144,71,fat
172,66,normal
182,70,normal
167,100,fat
152,91,fat
180,35,thin
151,83,fat
150,36,thin
182,63,normal
170,59,normal
186,35,thin
183,62,normal
145,54,fat
140,62,fat
200,67,thin
194,54,thin
150,41,thin
190,80,normal
148,78,fat
189,36,thin
195,47,thin
140,58,fat
189,65,thin
150,60,fat
172,45,thin
149,59,fat
191,67,thin
176,68,normal
180,43,thin
148,93,fat
200,86,normal
126,73,fat
147,56,fat
144,69,fat
191,93,fat
183,43,thin
185,75,normal
169,85,fat
166,70,fat
182,73,normal
198,100,fat
139,65,fat
154,88,fat
160,91,fat
182,41,thin
186,91,fat
135,57,fat
133,49,fat
197,85,normal
200,41,thin
190,86,normal
139,66,fat
195,35,thin
146,48,normal
159,64,fat
130,60,fat
135,100,fat
127,84,fat
199,63,thin
173,78,fat
199,37,thin
151,94,fat
127,54,fat
164,57,normal
140,84,fat
181,49,thin
154,69,fat
128,74,fat
144,59,fat
137,94,fat
139,37,normal
143,61,fat
152,77,fat
175,99,fat
160,77,fat
180,48,thin
177,92,fat
130,45,fat
146,75,fat
140,100,fat
195,64,thin
123,58,fat
194,96,fat
195,84,normal
151,85,fat
155,82,fat
200,60,thin
156,48,normal
189,90,fat
187,90,fat
122,39,fat
190,44,thin
165,78,fat
150,40,thin
181,97,fat
147,60,fat
169,72,fat
161,80,fat
162,76,fat
167,42,thin
177,78,normal
169,72,fat
165,64,normal
193,39,thin
168,39,thin
144,99,fat
138,42,normal
162,39,thin
160,62,normal
130,83,fat
164,84,fat
200,44,thin
123,70,fat
164,46,thin
200,39,thin
154,85,fat
154,96,fat
182,67,normal
125,44,fat
140,41,normal
177,59,normal
160,60,normal
182,57,thin
164,81,fat
134,93,fat
163,99,fat
134,79,fat
182,68,normal
136,43,normal
150,53,normal
184,89,fat
164,59,normal
139,50,fat
185,87,fat
159,59,normal
134,91,fat
167,91,fat
167,66,normal
184,78,normal
145,36,thin
182,42,thin
178,70,normal
157,52,normal
146,81,fat
166,51,normal
193,72,normal
187,83,normal
179,39,thin
135,88,fat
187,72,normal
123,54,fat
172,71,normal
179,88,fat
126,42,fat
129,37,normal
168,53,normal
130,82,fat
140,43,normal
155,67,fat
121,64,fat
181,41,thin
146,95,fat
150,77,fat
140,67,fat
167,68,normal
195,62,thin
135,86,fat
146,58,fat
193,49,thin
142,93,fat
164,39,thin
142,77,fat
150,63,fat
125,75,fat
161,99,fat
154,67,fat
126,63,fat
121,78,fat
173,80,fat
144,45,normal
145,61,fat
120,43,fat
146,88,fat
175,86,fat
150,74,fat
194,42,thin
164,61,normal
164,65,normal
129,84,fat
137,53,fat
168,65,normal
142,83,fat
168,85,fat
125,35,normal
155,87,fat
149,47,normal
176,62,normal
144,79,fat
182,92,fat
178,41,thin
121,73,fat
154,43,thin
133,70,fat
175,89,fat
154,67,fat
139,88,fat
189,76,normal
184,64,normal
135,93,fat
168,48,thin
136,99,fat
120,41,fat
126,74,fat
148,68,fat
158,49,normal
134,60,fat
157,56,normal
188,98,fat
120,84,fat
121,46,fat
168,38,thin
191,63,thin
178,41,thin
163,70,fat
191,71,normal
121,100,fat
137,67,fat
164,50,normal
197,87,normal
123,79,fat
158,81,fat
143,68,fat
128,100,fat
170,68,normal
137,64,fat
163,97,fat
135,67,fat
149,52,normal
164,69,fat
176,54,thin
146,100,fat
133,94,fat
188,56,thin
174,50,thin
182,60,thin
157,42,thin
170,75,fat
127,55,fat
195,99,fat
123,83,fat
194,73,normal
146,54,fat
176,86,fat
152,99,fat
181,57,thin
125,61,fat
142,45,normal
121,59,fat
184,85,fat
148,59,fat
145,81,fat
144,88,fat
134,94,fat
126,46,fat
139,42,normal
186,40,thin
142,58,fat
195,51,thin
149,41,thin
138,60,fat
149,61,fat
163,77,fat
137,68,fat
157,72,fat
163,39,thin
124,47,fat
162,51,normal
172,39,thin
175,76,normal
122,71,fat
186,65,normal
188,43,thin
144,44,normal
130,56,fat
130,90,fat
165,66,normal
182,46,thin
125,74,fat
138,70,fat
196,95,normal
121,73,fat
162,41,thin
184,94,fat
159,55,normal
184,44,thin
198,37,thin
123,69,fat
161,50,normal
196,64,thin
160,86,fat
145,79,fat
178,47,thin
182,81,normal
199,64,thin
176,81,fat
193,80,normal
196,91,normal
195,76,normal
164,67,normal
178,63,normal
149,39,thin
163,59,normal
157,43,thin
200,44,thin
146,52,normal
169,37,thin
166,54,normal
170,62,normal
131,95,fat
127,65,fat
130,90,fat
148,59,fat
133,82,fat
130,100,fat
151,97,fat
137,44,normal
144,86,fat
121,99,fat
130,82,fat
188,88,normal
193,59,thin
179,35,thin
136,98,fat
190,72,normal
186,36,thin
135,81,fat
164,78,fat
164,100,fat
144,88,fat
154,51,normal
143,88,fat
120,50,fat
175,41,thin
127,85,fat
160,52,normal
146,40,normal
194,93,normal
183,65,normal
164,39,thin
134,60,fat
155,91,fat
173,62,normal
154,39,thin
120,64,fat
180,51,thin
187,71,normal
130,71,fat
171,63,normal
192,37,thin
192,41,thin
128,54,fat
150,92,fat
138,72,fat
143,47,normal
165,95,fat
169,89,fat
135,94,fat
134,93,fat
129,63,fat
141,63,fat
149,67,fat
180,53,thin
150,100,fat
149,73,fat
139,46,normal
125,75,fat
150,48,normal
122,59,fat
143,55,fat
138,58,fat
141,83,fat
184,78,normal
154,45,normal
163,46,thin
128,64,fat
196,64,thin
129,72,fat
141,37,normal
195,73,normal
174,91,fat
200,54,thin
184,78,normal
124,38,normal
174,66,normal
158,69,fat
144,81,fat
167,73,fat
133,87,fat
154,58,normal
149,46,normal
120,36,fat
164,68,fat
163,55,normal
165,97,fat
121,100,fat
136,83,fat
120,52,fat
133,76,fat
130,89,fat
177,38,thin
130,76,fat
187,48,thin
162,36,thin
167,56,normal
174,65,normal
128,64,fat
137,91,fat
138,98,fat
147,92,fat
139,78,fat
193,81,normal
187,65,normal
156,93,fat
157,42,thin
172,77,fat
160,42,thin
132,63,fat
131,65,fat
125,82,fat
130,74,fat
169,44,thin
182,51,thin
124,100,fat
197,55,thin
136,59,fat
136,39,normal
163,46,thin
163,65,normal
156,69,fat
146,69,fat
148,81,fat
129,97,fat
174,48,thin
137,84,fat
182,98,fat
200,47,thin
199,42,thin
156,38,thin
168,68,normal
150,100,fat
124,91,fat
167,86,fat
145,53,fat
177,60,normal
129,57,fat
160,66,fat
174,64,normal
145,45,normal
153,74,fat
122,89,fat
194,46,thin
178,46,thin
190,87,normal
192,100,fat
144,97,fat
184,61,thin
198,60,thin
190,71,normal
135,80,fat
179,84,fat
144,65,fat
155,79,fat
155,81,fat
185,64,normal
190,80,normal
182,41,thin
168,83,fat
